Date,Open,High,Low,Close,Volume
"May 20, 2022","401.39","406.24","385.62","399.09","3,432,400"
"May 19, 2022","399.01","403.04","391.57","394.38","2,797,200"
"May 18, 2022","404.38","411.66","396.11","397.88","2,915,900"
"May 17, 2022","413.08","416.72","403.54","409.65","2,614,700"
"May 16, 2022","399.74","407.17","396.60","402.86","2,645,200"
"May 13, 2022","396.47","408.97","393.94","405.45","3,379,300"
"May 12, 2022","373.40","390.13","370.27","388.49","4,048,200"
"May 11, 2022","389.99","409.99","377.81","379.33","3,822,000"
"May 10, 2022","385.72","400.83","374.78","393.03","5,334,400"
"May 9, 2022","381.95","389.63","374.86","376.91","4,324,900"
"May 6, 2022","395.00","401.26","382.82","391.01","3,522,200"
"May 5, 2022","415.55","417.99","395.71","400.51","3,507,700"
"May 4, 2022","407.29","424.23","395.05","423.35","3,330,400"
"May 3, 2022","406.59","413.93","403.50","407.58","2,196,100"
"May 2, 2022","397.13","407.98","394.04","407.29","3,010,000"
"Apr 29, 2022","407.47","413.00","394.64","395.95","3,033,200"
"Apr 28, 2022","406.13","414.27","398.49","410.53","2,593,900"
"Apr 27, 2022","401.44","412.46","396.81","397.90","3,080,700"
"Apr 26, 2022","410.17","411.61","397.47","399.12","2,820,100"
"Apr 25, 2022","405.70","414.08","401.67","413.95","3,368,800"
"Apr 22, 2022","420.71","424.33","408.02","408.67","3,198,800"
"Apr 21, 2022","432.69","438.94","416.36","417.48","2,390,100"
"Apr 20, 2022","440.59","442.44","427.20","428.11","2,094,400"
"Apr 19, 2022","422.02","437.49","420.64","436.40","1,962,700"
"Apr 18, 2022","419.40","429.69","418.73","425.47","2,594,700"
"Apr 14, 2022","435.86","435.95","420.03","420.44","2,597,000"
"Apr 13, 2022","427.30","433.52","425.67","431.67","3,078,900"
"Apr 12, 2022","442.69","444.44","425.16","426.77","2,199,000"
"Apr 11, 2022","438.81","440.00","429.74","434.44","2,932,100"
"Apr 8, 2022","449.95","454.41","443.37","445.34","2,260,700"
"Apr 7, 2022","444.09","455.92","440.76","452.72","2,757,800"
"Apr 6, 2022","448.24","450.01","439.57","444.33","3,824,900"
